Rainfall - (MM), Year, Statistics, Country, ISO3
66.3579, 1985, Nov Average, Korea, Republic of, KOR
30.7885, 1985, Dec Average, Korea, Republic of, KOR
12.2544, 1986, Jan Average, Korea, Republic of, KOR
21.7514, 1986, Feb Average, Korea, Republic of, KOR
50.2209, 1986, Mar Average, Korea, Republic of, KOR
46.9988, 1986, Apr Average, Korea, Republic of, KOR
120.109, 1986, May Average, Korea, Republic of, KOR
256.019, 1986, Jun Average, Korea, Republic of, KOR
222.06, 1986, Jul Average, Korea, Republic of, KOR
250.126, 1986, Aug Average, Korea, Republic of, KOR
134.692, 1986, Sep Average, Korea, Republic of, KOR
94.7243, 1986, Oct Average, Korea, Republic of, KOR
21.9727, 1986, Nov Average, Korea, Republic of, KOR
44.9851, 1986, Dec Average, Korea, Republic of, KOR
52.4549, 1987, Jan Average, Korea, Republic of, KOR
47.7233, 1987, Feb Average, Korea, Republic of, KOR
59.0629, 1987, Mar Average, Korea, Republic of, KOR
64.3389, 1987, Apr Average, Korea, Republic of, KOR
95.6109, 1987, May Average, Korea, Republic of, KOR
159.37, 1987, Jun Average, Korea, Republic of, KOR
469.82, 1987, Jul Average, Korea, Republic of, KOR
456.65, 1987, Aug Average, Korea, Republic of, KOR
40.7099, 1987, Sep Average, Korea, Republic of, KOR
54.8529, 1987, Oct Average, Korea, Republic of, KOR
67.3088, 1987, Nov Average, Korea, Republic of, KOR
4.42166, 1987, Dec Average, Korea, Republic of, KOR
13.9424, 1988, Jan Average, Korea, Republic of, KOR
10.5158, 1988, Feb Average, Korea, Republic of, KOR
52.1457, 1988, Mar Average, Korea, Republic of, KOR
63.4051, 1988, Apr Average, Korea, Republic of, KOR
80.4664, 1988, May Average, Korea, Republic of, KOR
116.676, 1988, Jun Average, Korea, Republic of, KOR
351.931, 1988, Jul Average, Korea, Republic of, KOR
126.2, 1988, Aug Average, Korea, Republic of, KOR
87.9654, 1988, Sep Average, Korea, Republic of, KOR
11.8554, 1988, Oct Average, Korea, Republic of, KOR
16.329, 1988, Nov Average, Korea, Republic of, KOR
15.254, 1988, Dec Average, Korea, Republic of, KOR
95.8908, 1989, Jan Average, Korea, Republic of, KOR
73.3624, 1989, Feb Average, Korea, Republic of, KOR
99.2885, 1989, Mar Average, Korea, Republic of, KOR
29.6367, 1989, Apr Average, Korea, Republic of, KOR
55.2188, 1989, May Average, Korea, Republic of, KOR
195.287, 1989, Jun Average, Korea, Republic of, KOR
373.468, 1989, Jul Average, Korea, Republic of, KOR
216.254, 1989, Aug Average, Korea, Republic of, KOR
194.147, 1989, Sep Average, Korea, Republic of, KOR
38.3598, 1989, Oct Average, Korea, Republic of, KOR
91.587, 1989, Nov Average, Korea, Republic of, KOR
28.0148, 1989, Dec Average, Korea, Republic of, KOR
50.4615, 1990, Jan Average, Korea, Republic of, KOR
102.778, 1990, Feb Average, Korea, Republic of, KOR
72.7346, 1990, Mar Average, Korea, Republic of, KOR
101.739, 1990, Apr Average, Korea, Republic of, KOR
123.751, 1990, May Average, Korea, Republic of, KOR
356.614, 1990, Jun Average, Korea, Republic of, KOR
288.411, 1990, Jul Average, Korea, Republic of, KOR
194.126, 1990, Aug Average, Korea, Republic of, KOR
287.01, 1990, Sep Average, Korea, Republic of, KOR
23.6332, 1990, Oct Average, Korea, Republic of, KOR
59.5793, 1990, Nov Average, Korea, Republic of, KOR
20.002, 1990, Dec Average, Korea, Republic of, KOR
25.7248, 1991, Jan Average, Korea, Republic of, KOR
46.2784, 1991, Feb Average, Korea, Republic of, KOR
85.3888, 1991, Mar Average, Korea, Republic of, KOR
88.2667, 1991, Apr Average, Korea, Republic of, KOR
79.7667, 1991, May Average, Korea, Republic of, KOR
154.111, 1991, Jun Average, Korea, Republic of, KOR
440.52, 1991, Jul Average, Korea, Republic of, KOR
227.884, 1991, Aug Average, Korea, Republic of, KOR
165.65, 1991, Sep Average, Korea, Republic of, KOR
17.166, 1991, Oct Average, Korea, Republic of, KOR
20.6337, 1991, Nov Average, Korea, Republic of, KOR
57.2474, 1991, Dec Average, Korea, Republic of, KOR
24.5275, 1992, Jan Average, Korea, Republic of, KOR
31.6902, 1992, Feb Average, Korea, Republic of, KOR
57.3645, 1992, Mar Average, Korea, Republic of, KOR
114.52, 1992, Apr Average, Korea, Republic of, KOR
107.949, 1992, May Average, Korea, Republic of, KOR
58.8577, 1992, Jun Average, Korea, Republic of, KOR
187.443, 1992, Jul Average, Korea, Republic of, KOR
293.99, 1992, Aug Average, Korea, Republic of, KOR
173.693, 1992, Sep Average, Korea, Republic of, KOR
36.7228, 1992, Oct Average, Korea, Republic of, KOR
40.5563, 1992, Nov Average, Korea, Republic of, KOR
48.6197, 1992, Dec Average, Korea, Republic of, KOR
25.7929, 1993, Jan Average, Korea, Republic of, KOR
65.5564, 1993, Feb Average, Korea, Republic of, KOR
50.0594, 1993, Mar Average, Korea, Republic of, KOR
57.2619, 1993, Apr Average, Korea, Republic of, KOR
145.152, 1993, May Average, Korea, Republic of, KOR
223.398, 1993, Jun Average, Korea, Republic of, KOR
335.595, 1993, Jul Average, Korea, Republic of, KOR
392.977, 1993, Aug Average, Korea, Republic of, KOR
71.0516, 1993, Sep Average, Korea, Republic of, KOR
41.5724, 1993, Oct Average, Korea, Republic of, KOR
73.3624, 1993, Nov Average, Korea, Republic of, KOR
21.7799, 1993, Dec Average, Korea, Republic of, KOR
25.3809, 1994, Jan Average, Korea, Republic of, KOR
23.5634, 1994, Feb Average, Korea, Republic of, KOR
33.6883, 1994, Mar Average, Korea, Republic of, KOR
53.1749, 1994, Apr Average, Korea, Republic of, KOR
150.747, 1994, May Average, Korea, Republic of, KOR
112.176, 1994, Jun Average, Korea, Republic of, KOR
114.826, 1994, Jul Average, Korea, Republic of, KOR
188.232, 1994, Aug Average, Korea, Republic of, KOR
44.0341, 1994, Sep Average, Korea, Republic of, KOR
126.189, 1994, Oct Average, Korea, Republic of, KOR
41.0047, 1994, Nov Average, Korea, Republic of, KOR
14.8644, 1994, Dec Average, Korea, Republic of, KOR
24.6909, 1995, Jan Average, Korea, Republic of, KOR
19.5084, 1995, Feb Average, Korea, Republic of, KOR
58.3916, 1995, Mar Average, Korea, Republic of, KOR
72.3944, 1995, Apr Average, Korea, Republic of, KOR
76.5272, 1995, May Average, Korea, Republic of, KOR
97.219, 1995, Jun Average, Korea, Republic of, KOR
240.817, 1995, Jul Average, Korea, Republic of, KOR
393.218, 1995, Aug Average, Korea, Republic of, KOR
55.8884, 1995, Sep Average, Korea, Republic of, KOR
35.5744, 1995, Oct Average, Korea, Republic of, KOR
19.8453, 1995, Nov Average, Korea, Republic of, KOR
5.47, 1995, Dec Average, Korea, Republic of, KOR
25.6889, 1996, Jan Average, Korea, Republic of, KOR
10.3919, 1996, Feb Average, Korea, Republic of, KOR
118.851, 1996, Mar Average, Korea, Republic of, KOR
59.6123, 1996, Apr Average, Korea, Republic of, KOR
49.43, 1996, May Average, Korea, Republic of, KOR
364.855, 1996, Jun Average, Korea, Republic of, KOR
245.589, 1996, Jul Average, Korea, Republic of, KOR
140.846, 1996, Aug Average, Korea, Republic of, KOR
30.1289, 1996, Sep Average, Korea, Republic of, KOR
71.251, 1996, Oct Average, Korea, Republic of, KOR
62.8065, 1996, Nov Average, Korea, Republic of, KOR
23.8176, 1996, Dec Average, Korea, Republic of, KOR
15.9149, 1997, Jan Average, Korea, Republic of, KOR
29.1997, 1997, Feb Average, Korea, Republic of, KOR
40.2842, 1997, Mar Average, Korea, Republic of, KOR
67.9888, 1997, Apr Average, Korea, Republic of, KOR
199.542, 1997, May Average, Korea, Republic of, KOR
228.03, 1997, Jun Average, Korea, Republic of, KOR
282.799, 1997, Jul Average, Korea, Republic of, KOR
243.087, 1997, Aug Average, Korea, Republic of, KOR
54.6025, 1997, Sep Average, Korea, Republic of, KOR
12.9491, 1997, Oct Average, Korea, Republic of, KOR
134.482, 1997, Nov Average, Korea, Republic of, KOR
56.358, 1997, Dec Average, Korea, Republic of, KOR
43.7604, 1998, Jan Average, Korea, Republic of, KOR
49.5877, 1998, Feb Average, Korea, Republic of, KOR
49.4687, 1998, Mar Average, Korea, Republic of, KOR
161.835, 1998, Apr Average, Korea, Republic of, KOR
119.005, 1998, May Average, Korea, Republic of, KOR
306.953, 1998, Jun Average, Korea, Republic of, KOR
315.28, 1998, Jul Average, Korea, Republic of, KOR
405.411, 1998, Aug Average, Korea, Republic of, KOR
239.151, 1998, Sep Average, Korea, Republic of, KOR
65.835, 1998, Oct Average, Korea, Republic of, KOR
29.5731, 1998, Nov Average, Korea, Republic of, KOR
5.77052, 1998, Dec Average, Korea, Republic of, KOR
19.7928, 1999, Jan Average, Korea, Republic of, KOR
21.3007, 1999, Feb Average, Korea, Republic of, KOR
96.1401, 1999, Mar Average, Korea, Republic of, KOR
90.5745, 1999, Apr Average, Korea, Republic of, KOR
150.549, 1999, May Average, Korea, Republic of, KOR
188.639, 1999, Jun Average, Korea, Republic of, KOR
283.852, 1999, Jul Average, Korea, Republic of, KOR
427.281, 1999, Aug Average, Korea, Republic of, KOR
337.437, 1999, Sep Average, Korea, Republic of, KOR
105.312, 1999, Oct Average, Korea, Republic of, KOR
24.8857, 1999, Nov Average, Korea, Republic of, KOR
9.55286, 1999, Dec Average, Korea, Republic of, KOR
33.8859, 2000, Jan Average, Korea, Republic of, KOR
4.23724, 2000, Feb Average, Korea, Republic of, KOR
26.9331, 2000, Mar Average, Korea, Republic of, KOR
39.7456, 2000, Apr Average, Korea, Republic of, KOR
58.5718, 2000, May Average, Korea, Republic of, KOR
185.124, 2000, Jun Average, Korea, Republic of, KOR
238.355, 2000, Jul Average, Korea, Republic of, KOR
392.49, 2000, Aug Average, Korea, Republic of, KOR
243.362, 2000, Sep Average, Korea, Republic of, KOR
32.9219, 2000, Oct Average, Korea, Republic of, KOR
50.4098, 2000, Nov Average, Korea, Republic of, KOR
13.9334, 2000, Dec Average, Korea, Republic of, KOR
48.5158, 2001, Jan Average, Korea, Republic of, KOR
55.1743, 2001, Feb Average, Korea, Republic of, KOR
17.7337, 2001, Mar Average, Korea, Republic of, KOR
25.5244, 2001, Apr Average, Korea, Republic of, KOR
47.2595, 2001, May Average, Korea, Republic of, KOR
271.911, 2001, Jun Average, Korea, Republic of, KOR
314.794, 2001, Jul Average, Korea, Republic of, KOR
151.601, 2001, Aug Average, Korea, Republic of, KOR
90.247, 2001, Sep Average, Korea, Republic of, KOR
106.567, 2001, Oct Average, Korea, Republic of, KOR
18.2964, 2001, Nov Average, Korea, Republic of, KOR
29.3836, 2001, Dec Average, Korea, Republic of, KOR
53.4586, 2002, Jan Average, Korea, Republic of, KOR
7.72773, 2002, Feb Average, Korea, Republic of, KOR
58.4424, 2002, Mar Average, Korea, Republic of, KOR
154.507, 2002, Apr Average, Korea, Republic of, KOR
100.633, 2002, May Average, Korea, Republic of, KOR
73.89, 2002, Jun Average, Korea, Republic of, KOR
295.552, 2002, Jul Average, Korea, Republic of, KOR
464.508, 2002, Aug Average, Korea, Republic of, KOR
80.9085, 2002, Sep Average, Korea, Republic of, KOR
68.8405, 2002, Oct Average, Korea, Republic of, KOR
11.9926, 2002, Nov Average, Korea, Republic of, KOR
39.7777, 2002, Dec Average, Korea, Republic of, KOR
24.2639, 2003, Jan Average, Korea, Republic of, KOR
45.7442, 2003, Feb Average, Korea, Republic of, KOR
57.8714, 2003, Mar Average, Korea, Republic of, KOR
182.648, 2003, Apr Average, Korea, Republic of, KOR
177.74, 2003, May Average, Korea, Republic of, KOR
235.86, 2003, Jun Average, Korea, Republic of, KOR
519.235, 2003, Jul Average, Korea, Republic of, KOR
449.83, 2003, Aug Average, Korea, Republic of, KOR
253.787, 2003, Sep Average, Korea, Republic of, KOR
28.7489, 2003, Oct Average, Korea, Republic of, KOR
86.7156, 2003, Nov Average, Korea, Republic of, KOR
14.9766, 2003, Dec Average, Korea, Republic of, KOR
14.5595, 2004, Jan Average, Korea, Republic of, KOR
50.8525, 2004, Feb Average, Korea, Republic of, KOR
32.7854, 2004, Mar Average, Korea, Republic of, KOR
114.109, 2004, Apr Average, Korea, Republic of, KOR
145.643, 2004, May Average, Korea, Republic of, KOR
200.518, 2004, Jun Average, Korea, Republic of, KOR
337.317, 2004, Jul Average, Korea, Republic of, KOR
367.892, 2004, Aug Average, Korea, Republic of, KOR
206.965, 2004, Sep Average, Korea, Republic of, KOR
14.2216, 2004, Oct Average, Korea, Republic of, KOR
49.2119, 2004, Nov Average, Korea, Republic of, KOR
31.3436, 2004, Dec Average, Korea, Republic of, KOR
14.3147, 2005, Jan Average, Korea, Republic of, KOR
36.4596, 2005, Feb Average, Korea, Republic of, KOR
60.3599, 2005, Mar Average, Korea, Republic of, KOR
79.5844, 2005, Apr Average, Korea, Republic of, KOR
98.9033, 2005, May Average, Korea, Republic of, KOR
184.612, 2005, Jun Average, Korea, Republic of, KOR
268.516, 2005, Jul Average, Korea, Republic of, KOR
271.472, 2005, Aug Average, Korea, Republic of, KOR
233.68, 2005, Sep Average, Korea, Republic of, KOR
43.8854, 2005, Oct Average, Korea, Republic of, KOR
39.1609, 2005, Nov Average, Korea, Republic of, KOR
12.2083, 2005, Dec Average, Korea, Republic of, KOR
30.8365, 2006, Jan Average, Korea, Republic of, KOR
28.6836, 2006, Feb Average, Korea, Republic of, KOR
20.7048, 2006, Mar Average, Korea, Republic of, KOR
106.083, 2006, Apr Average, Korea, Republic of, KOR
194.498, 2006, May Average, Korea, Republic of, KOR
168.661, 2006, Jun Average, Korea, Republic of, KOR
588.072, 2006, Jul Average, Korea, Republic of, KOR
156.459, 2006, Aug Average, Korea, Republic of, KOR
74.0757, 2006, Sep Average, Korea, Republic of, KOR
66.7403, 2006, Oct Average, Korea, Republic of, KOR
46.1531, 2006, Nov Average, Korea, Republic of, KOR
20.2902, 2006, Dec Average, Korea, Republic of, KOR
11.5025, 2007, Jan Average, Korea, Republic of, KOR
42.8224, 2007, Feb Average, Korea, Republic of, KOR
103.493, 2007, Mar Average, Korea, Republic of, KOR
50.2595, 2007, Apr Average, Korea, Republic of, KOR
142.085, 2007, May Average, Korea, Republic of, KOR
95.1066, 2007, Jun Average, Korea, Republic of, KOR
291.065, 2007, Jul Average, Korea, Republic of, KOR
257.549, 2007, Aug Average, Korea, Republic of, KOR
303.297, 2007, Sep Average, Korea, Republic of, KOR
74.7455, 2007, Oct Average, Korea, Republic of, KOR
16.676, 2007, Nov Average, Korea, Republic of, KOR
27.3113, 2007, Dec Average, Korea, Republic of, KOR
39.6636, 2008, Jan Average, Korea, Republic of, KOR
13.0041, 2008, Feb Average, Korea, Republic of, KOR
64.9425, 2008, Mar Average, Korea, Republic of, KOR
58.3981, 2008, Apr Average, Korea, Republic of, KOR
124.849, 2008, May Average, Korea, Republic of, KOR
221.706, 2008, Jun Average, Korea, Republic of, KOR
289.752, 2008, Jul Average, Korea, Republic of, KOR
265.408, 2008, Aug Average, Korea, Republic of, KOR
66.672, 2008, Sep Average, Korea, Republic of, KOR
38.1779, 2008, Oct Average, Korea, Republic of, KOR
22.9631, 2008, Nov Average, Korea, Republic of, KOR
22.0741, 2008, Dec Average, Korea, Republic of, KOR
14.5251, 2009, Jan Average, Korea, Republic of, KOR
40.4465, 2009, Feb Average, Korea, Republic of, KOR
60.7894, 2009, Mar Average, Korea, Republic of, KOR
71.6725, 2009, Apr Average, Korea, Republic of, KOR
118.216, 2009, May Average, Korea, Republic of, KOR
154.557, 2009, Jun Average, Korea, Republic of, KOR
520.691, 2009, Jul Average, Korea, Republic of, KOR
168.848, 2009, Aug Average, Korea, Republic of, KOR
48.494, 2009, Sep Average, Korea, Republic of, KOR
63.0059, 2009, Oct Average, Korea, Republic of, KOR
63.2127, 2009, Nov Average, Korea, Republic of, KOR
22.0526, 2009, Dec Average, Korea, Republic of, KOR
30.2656, 2010, Jan Average, Korea, Republic of, KOR
68.4085, 2010, Feb Average, Korea, Republic of, KOR
104.265, 2010, Mar Average, Korea, Republic of, KOR
94.4549, 2010, Apr Average, Korea, Republic of, KOR
131.192, 2010, May Average, Korea, Republic of, KOR
116.722, 2010, Jun Average, Korea, Republic of, KOR
286.631, 2010, Jul Average, Korea, Republic of, KOR
344.398, 2010, Aug Average, Korea, Republic of, KOR
282.998, 2010, Sep Average, Korea, Republic of, KOR
44.2681, 2010, Oct Average, Korea, Republic of, KOR
16.371, 2010, Nov Average, Korea, Republic of, KOR
31.0577, 2010, Dec Average, Korea, Republic of, KOR
10.8444, 2011, Jan Average, Korea, Republic of, KOR
60.8289, 2011, Feb Average, Korea, Republic of, KOR
23.0313, 2011, Mar Average, Korea, Republic of, KOR
112.653, 2011, Apr Average, Korea, Republic of, KOR
115.363, 2011, May Average, Korea, Republic of, KOR
341.226, 2011, Jun Average, Korea, Republic of, KOR
391.479, 2011, Jul Average, Korea, Republic of, KOR
210.403, 2011, Aug Average, Korea, Republic of, KOR
65.1126, 2011, Sep Average, Korea, Republic of, KOR
61.056, 2011, Oct Average, Korea, Republic of, KOR
101.5, 2011, Nov Average, Korea, Republic of, KOR
21.5489, 2011, Dec Average, Korea, Republic of, KOR
19.22, 2012, Jan Average, Korea, Republic of, KOR
16.4577, 2012, Feb Average, Korea, Republic of, KOR
99.467, 2012, Mar Average, Korea, Republic of, KOR
153.317, 2012, Apr Average, Korea, Republic of, KOR
40.742, 2012, May Average, Korea, Republic of, KOR
103.267, 2012, Jun Average, Korea, Republic of, KOR
362.318, 2012, Jul Average, Korea, Republic of, KOR
394.646, 2012, Aug Average, Korea, Republic of, KOR
251.759, 2012, Sep Average, Korea, Republic of, KOR
76.0072, 2012, Oct Average, Korea, Republic of, KOR
59.5025, 2012, Nov Average, Korea, Republic of, KOR
55.4538, 2012, Dec Average, Korea, Republic of, KOR
26.4388, 2013, Jan Average, Korea, Republic of, KOR
61.4432, 2013, Feb Average, Korea, Republic of, KOR
59.821, 2013, Mar Average, Korea, Republic of, KOR
81.3538, 2013, Apr Average, Korea, Republic of, KOR
139.825, 2013, May Average, Korea, Republic of, KOR
89.0945, 2013, Jun Average, Korea, Republic of, KOR
353.907, 2013, Jul Average, Korea, Republic of, KOR
172.45, 2013, Aug Average, Korea, Republic of, KOR
111.922, 2013, Sep Average, Korea, Republic of, KOR
69.7054, 2013, Oct Average, Korea, Republic of, KOR
49.8409, 2013, Nov Average, Korea, Republic of, KOR
20.6417, 2013, Dec Average, Korea, Republic of, KOR
15.7654, 2014, Jan Average, Korea, Republic of, KOR
47.3477, 2014, Feb Average, Korea, Republic of, KOR
69.0634, 2014, Mar Average, Korea, Republic of, KOR
91.7795, 2014, Apr Average, Korea, Republic of, KOR
72.7986, 2014, May Average, Korea, Republic of, KOR
91.1234, 2014, Jun Average, Korea, Republic of, KOR
175.18, 2014, Jul Average, Korea, Republic of, KOR
411.8, 2014, Aug Average, Korea, Republic of, KOR
101.934, 2014, Sep Average, Korea, Republic of, KOR
104.116, 2014, Oct Average, Korea, Republic of, KOR
54.0085, 2014, Nov Average, Korea, Republic of, KOR
23.6883, 2014, Dec Average, Korea, Republic of, KOR
28.3284, 2015, Jan Average, Korea, Republic of, KOR
27.447, 2015, Feb Average, Korea, Republic of, KOR
39.5139, 2015, Mar Average, Korea, Republic of, KOR
137.368, 2015, Apr Average, Korea, Republic of, KOR
66.1887, 2015, May Average, Korea, Republic of, KOR
123.69, 2015, Jun Average, Korea, Republic of, KOR
199.956, 2015, Jul Average, Korea, Republic of, KOR
162.09, 2015, Aug Average, Korea, Republic of, KOR
70.735, 2015, Sep Average, Korea, Republic of, KOR
63.8656, 2015, Oct Average, Korea, Republic of, KOR
123.503, 2015, Nov Average, Korea, Republic of, KOR
36.5819, 2015, Dec Average, Korea, Republic of, KOR
33.1542, 2016, Jan Average, Korea, Republic of, KOR
50.2835, 2016, Feb Average, Korea, Republic of, KOR
66.2283, 2016, Mar Average, Korea, Republic of, KOR
147.763, 2016, Apr Average, Korea, Republic of, KOR
119.802, 2016, May Average, Korea, Republic of, KOR
100.446, 2016, Jun Average, Korea, Republic of, KOR
312.673, 2016, Jul Average, Korea, Republic of, KOR
113.354, 2016, Aug Average, Korea, Republic of, KOR
157.841, 2016, Sep Average, Korea, Republic of, KOR
146.8, 2016, Oct Average, Korea, Republic of, KOR
39.661, 2016, Nov Average, Korea, Republic of, KOR
58.8117, 2016, Dec Average, Korea, Republic of, KOR
